ID,Created_at,Location,text
12,5/20/2011 15:27,42.22626 93.55693,EDITORIAL; The Next Bubble
12,5/10/2011 15:27,42.21653 93.48104,EDITORIAL; Dithering on 'Don't Ask  Don't Tell'
12,5/13/2011 15:27,42.20886 93.42113,I.H.T. OP-ED CONTRIBUTOR; Here Come the Elderly
12,5/13/2011 15:27,42.23334 93.36041,LETTERS TO THE INTERNATIONAL HERALD TRIBUNE; America: Solve Your Own Problems
14,5/16/2011 20:43,42.23143 93.35012,this convention filled with comic could be better and too tired to want to stay here any longer
14,5/20/2011 21:47,42.21034 93.36041,ASIA-PACIFIC ISSUE | COMINGS AND GOINGS; New Luxury Options in Tokyo and Singapore
14,5/9/2011 21:26,42.23216 93.36601,Shanghai
14,5/1/2011 20:50,42.21358 93.38198,ASIA - PACIFIC ISSUE COMINGS &amp; GOINGS; DATEBOOK
14,5/9/2011 20:20,42.21476 93.32127,Cheers
14,5/10/2011 19:22,42.24601 93.55173,ASIA-PACIFIC ISSUE | GLOBESPOTTERS; The Perils of Hong Kong Jade
14,5/14/2011 18:02,42.29466 93.50141,Asia-Pacific: Comings &amp; Goings: THIS WEEK ONLINE
14,5/7/2011 15:07,42.20605 93.32972,O Music Festival de verao salvador deve ter sido mto bom pra quem acompanhou ao vivo!
14,5/14/2011 4:21,42.26813 93.31488,There's a twin-turbo Ford Taurus? I really gotta start reading about cars again.
14,5/1/2011 4:21,42.23982 93.36041,Ticket fiesta on the highway. seen four cars in 10 seconds
14,5/20/2011 4:22,42.2982 93.38039,So dead car. Going to knoxville friday to get one of my parents cars for a temporary vehicle. The future? Still unknown
14,5/4/2011 4:22,42.21771 93.25577,The article I just RT'ed from Billboard also speaks of a possible #Cars reunion... all 4 surviving original members! Yay!
14,5/17/2011 4:22,42.22685 93.35802,BOUT TO GO GET ME A COUGAR...AND TAKE HER MONEY AND HER NICE CARS...LOL JK(OR AM I)
14,5/17/2011 4:22,42.24189 93.35722,50 police cars river rd and bouldercest decatur. Whoever they looking for will not get away! Dang took 1hr to get to my moms.
15,5/20/2011 8:28,42.20709 93.37959,David has a case of the chills wish they were feeling better
15,5/20/2011 18:22,42.19854 93.4411,oh cool twitter is back.
15,5/6/2011 18:22,42.16877 93.29531,en vanavond parade  weet alleen niet of er vanavond een programma is
15,5/6/2011 18:22,42.218 93.39796,This game is about speed and everything else in the world.
15,5/14/2011 18:22,42.21181 93.28293,Anyone fancy popping down to Rough Trade to get my CD shopping list for me  seeing as Kettering is completely useless at everything...
15,5/20/2011 6:35,42.23982 93.33126,Watching the sickly can be so depressing. Ryan has caught the flu
15,5/19/2011 17:19,42.23982 93.33445,I hv many friends but all of them are girls.Smtime dificult 4 me to answer their question who is closer to me.I just want have many frie
15,5/6/2011 17:19,42.18056 93.46187,Mum is on the train - I'm on a different one setting off at same time wonder if I can wave at her
15,5/17/2011 17:19,42.27196 93.4399,the smell of sunday dinner cooking is the most exciting part of my day today. yum.
15,4/30/2011 17:19,42.21889 93.39516,Haha its so funny the more you read about BUSH he was a BLUEPRINT LIBERAL...but yet he is too blame...DIG UP REAGAN AND REJOICE
15,5/20/2011 17:19,42.24189 93.28932,Who is up!?!?
15,5/4/2011 17:19,42.22862 93.37999,Practice is the best:)
16,5/20/2011 22:53,42.22812 93.308,this flu is making me crazy I so need to lay down
16,5/17/2011 20:20,42.28169 93.28013,#dontyoujusthateitwhen people complain about how meaningless their life is? Be thankful for what you have and worry less about what u do
16,5/6/2011 20:20,42.20031 93.39357,#DontYouJustHateItWhen you reject a friend request & then they request you AGAIN!?
16,5/18/2011 12:55,42.22336 93.34126,this shortness of breath makes me beg for sleeeeeeeep and being sick sucks
16,5/10/2011 19:42,42.27196 93.53016,After all his theatrics at the WC  the Argentinians have decided to fire Maradona. Ungrateful.
16,5/2/2011 19:42,42.21093 93.38718,Ahhh sitting with my blanky infront of the fire too good (:
16,5/19/2011 10:10,42.22336 93.34126,this case of the chills is making me crazy hope i get well soon
16,5/6/2011 13:23,42.27992 93.3708,drama  so I'd run towards peace  I have experience hate so that I'd desire to make love increase. I was put through the fire  so I'd enj
16,5/13/2011 15:58,42.20562 93.37599,Poor my dog that is scared of fire works. Poor her x)
16,5/19/2011 0:49,42.23453 93.56023,this shortness of breath makes me beg for sleeeeeeeep and being sick sucks
16,4/30/2011 4:42,42.27137 93.31448,Ned's is my dance music.
16,4/30/2011 4:42,42.26135 93.5058,Can we get some music in the front room???? I mean plz... :(
16,5/20/2011 0:19,42.23453 93.56023,this case of the chills is making me crazy hope i get well soon
16,5/15/2011 1:32,42.21859 93.35722,Smdh... I just pulled out my IPod Touch and noticed the screen was cracked... #OutHereLosin
16,5/7/2011 1:32,42.21594 93.36401,Margaret Witt looks ridiculously a lot like my air force neighbor lady I've seen like twice. Coincidence?
17,5/20/2011 15:34,42.20503 93.2997,I have the flu today blows
17,5/7/2011 12:59,42.22036 93.51419, aburrimiento y desesperacion x_________x'
17,5/15/2011 13:00,42.21447 93.34843,I'm addicted  its a crisis.
17,5/18/2011 12:23,42.22699 93.36106,these sweats is digging my grave and going to be a bad day...
17,5/2/2011 11:44,42.23334 93.31568,#dontyoujusthateitwhen there are fights on Twitter! That's not what it's supposed to be for!
17,5/16/2011 11:44,42.18587 93.38039,#dontyoujusthateitwhen ppl must be the center of attention. Sit you butt DOWN!
17,5/19/2011 16:06,42.22699 93.36106,this a dry cough cant get any worse good morning
17,5/2/2011 20:31,42.29113 93.39157,Government is not reason; it is not eloquent; it is force. Like fire  it is a dangerous servant and a fearful master
17,5/6/2011 20:31,42.2239 93.24419,NEWS: At Approximately 9:51 AM  Fire/EMS were alerted to an Accident on New Market Turner Rd  vehicle vs a deer. No Transports to St. Ma
17,5/18/2011 20:29,42.22826 93.34519,this fatigue is getting really annoying wish i was feeling better for tonight
17,5/19/2011 18:41,42.22826 93.34519,this a headache had me down for the count not gonna be a fun night
17,5/3/2011 9:32,42.21329 93.34364,#ImMad Drake is in the Justin bieber music video wtf
22,5/19/2011 13:40,42.20584 93.51446,hope i get well soon this stomach ache has me wishing I was somewhere else
22,5/17/2011 7:55,42.21653 93.45947,you are the one that lights the fire  iam the one who takes you ligher i lose my voice when you say my name that's my name that's my nam
22,5/6/2011 7:56,42.21918 93.27933,would like the New Arcade Fire album pleeeeeease
22,5/11/2011 7:56,42.25456 93.42192,Arcade Fire is trending. #CanadaFTW
22,5/2/2011 7:59,42.17702 93.38358,Arcade fire. The Suburbs  magic!
22,5/10/2011 7:59,42.21034 93.37999,Giving the new Arcade Fire a go  three tracks in and not disappointed yet.
22,5/15/2011 7:59,42.17407 93.38877,Fire! Lightning! Heed my call!
22,5/20/2011 15:55,42.20584 93.51446,this diarrhea getting really annoying and I hate this
22,5/20/2011 19:46,42.27933 93.55293,[AAAA] Quero som no pc AGORA para escutar Hurricane D:
22,5/3/2011 19:46,42.20533 93.33485,Me siento como una LOSER por que no he visto 'Hurricane' ! :/
22,5/5/2011 19:47,42.22567 93.36681,Crash crash buuuuurn. Let it all burn... This hurricane's chasing us all underground...
22,5/18/2011 19:47,42.23186 93.25098,10 o'clock tonight i shall be watching 30stm video hurricane(:
22,5/16/2011 19:47,42.19147 93.53695,Hurricane Katrina never happen #why90srocked
22,5/9/2011 19:47,42.22243 93.36321,Hurricane Irone at it again...
23,5/19/2011 21:50,42.20697 93.43418,I have a stomach ache hope i get well soon
23,5/1/2011 19:23,42.20326 93.50221,Fresno studios hit me up man!! shieet i got this fire ass track  yall just dont know till you hit record!!
23,5/17/2011 19:13,42.17525 93.29371,It was a fire due to cig butts left smoldering. One more reason to quit.
23,5/16/2011 21:43,42.24189 93.33365,Poor Katniss. I really wouldn't want to be in her shoes  but I love Catching Fire.
23,5/9/2011 21:42,42.28877 93.45308,&lt;FONT size=5&gt;Set The Fire To the Third Bar by Snow Patrol pretty good song:)&lt;/FONT&gt;
23,5/1/2011 18:50,42.21889 93.47425,All weekend shopping completed .. Time fire up the grill for some dinner .. Annie and joe style .. Da best !!!!!!
23,5/1/2011 15:29,42.23216 93.36081,i wanna go to the hookah bar!!!
23,5/20/2011 12:45,42.20697 93.43418,hope i get well soon I My abs feel on fire
23,5/1/2011 9:41,42.23009 93.34923,La-Tweeze Illuminating Tweezers are back at Hair Fitness! Grab one today before they are gone
23,5/4/2011 9:41,42.22272 93.38957,Fitness unso &lt;3 ll Komisch..
23,5/11/2011 9:41,42.20916 93.37559,super charge by labrada!!!   great preworkout for your fitness needs
23,5/8/2011 9:41,42.20827 93.36681,Third strategy  fitness education.
23,5/10/2011 9:42,42.22479 93.33925,Just joined the Fitness Kicks team. Membership for a few hours of work! Girls kick butt!
23,5/6/2011 9:42,42.27904 93.40235,I'm at Palestra Eleven Fitness Club (Via Junipero Serra  11  Bari): Oggi solo defaticamento
24,5/20/2011 20:39,42.26194 93.37719,Benjamin has caught the flu My best wishes going out
24,5/6/2011 15:56,42.20238 93.52377,#motion2010- The conference is over but MOTION is just beginning!!!
24,4/30/2011 15:57,42.2124 93.35402,ooh i got the twitter is down message for a sec! cool.
24,5/2/2011 15:57,42.22302 93.33765,Ohhh No .!! Just Cause She Said That .!! She Bout To Make Me Bust Her Up .!! Aaron...This Is All Your Fault .!!
24,5/10/2011 15:57,42.22213 93.21103,Is Cano the new franchise Jeter  or do we need another year or two of consistency?
24,5/2/2011 15:57,42.24926 93.49462,home sweet home my bed is calln me and im bout to slap my bf and catch a case in a min $Million Dolla Girl$
24,5/19/2011 15:57,42.24985 93.47065,To see what is in front of ones nose needs a constant struggle. - George Orwell
24,5/4/2011 15:57,42.167 93.29531,Okay ppl: There will be reminders throughout the month...but my birthday is in exactly 30 days...not lookin 4 gifts...just want y'all 2
24,5/7/2011 15:57,42.17319 93.41434,The biggest mistake people make in life is not making a living at doing what they most enjoy.-- Malcolm S. Forbes
24,5/10/2011 15:57,42.17702 93.46346,Bengals Vs. Cowboys. This is not a good start to a season.
24,5/12/2011 15:57,42.23275 93.34644,Chilling met mensen van twitter is leuk .. Maar lopen meestal in problemen af
24,5/8/2011 15:57,42.18262 93.54055,the boy is corrupted // ed will send a chick to the store for a piece of cheesecake like puff did
24,5/2/2011 15:58,42.20503 93.42232,Yo today is going to be a glorious day hmmmmm
31,5/19/2011 8:37,42.2295 93.21263,Well the Handbag Hook was invented as a fashionable and practical solution to the common problem every woman is familiar with.
31,5/18/2011 8:38,42.23304 93.36481,Whatchin the original A-Team. Rick James is on here. Crazy!
31,5/16/2011 8:38,42.22036 93.34564,Midterm EXAM  is coming!!!!!!
31,5/13/2011 8:38,42.20857 93.25777,cleaning cupboards is not as fun as it sounds
31,5/13/2011 8:38,42.25515 93.25058,is the website showing up ok now?
31,5/7/2011 8:38,42.23923 93.36161,One of my cats is slowly learning how to use door handles xD If only he could reach them easily :P
31,5/15/2011 8:38,42.17673 93.20225,Sounds like someone is sleeping outside my window.
31,4/30/2011 8:39,42.29761 93.25976,Being bored is so BORINGGGGGGGGG. -__-
31,5/11/2011 8:39,42.2295 93.33325,If you see the teeth of the lion: do not think that the lion is smiling at you.
31,5/19/2011 8:39,42.25604 93.54654,I was wrong  X-Games is more boring than Formula 1!
31,5/17/2011 8:39,42.17614 93.28572,'Mom  you don't know what a perv he is.'
31,5/14/2011 8:39,42.24985 93.44868,is sooo happy with his new ball on rope...lots of garden fun to be had...yeah baby yeah
31,5/13/2011 8:39,42.26135 93.54894,My hair just snapped my favorite comb in half and is now the enemy...it HAS to go! grrrr...
31,5/8/2011 8:40,42.22213 93.20185,oh hurr the Maxwell St. Market is today  that's why traffic is slow
39,5/13/2011 22:42,42.30056 93.25737,Ewww my dad is dating a girl that is 3 years older than me. WTF!!!
39,5/7/2011 22:42,42.27668 93.47505,hmm  this is going to be tricky.
39,5/9/2011 22:42,42.25633 93.37479,Trust is like a piece of paper  once you crinkle it up and unfold it again  it will never be the same.
39,4/30/2011 22:42,42.2814 93.38238,That Ferrari is goin 2 be mine.... #TopGear
39,5/8/2011 22:42,42.25574 93.4351,Watching doc about Matthew Barney at the MCA. Don't suppose the #Cremaster series is avail. thru Netflix? #kidding #noreally #fb
39,5/1/2011 22:42,42.22243 93.33845,Die tuinman met zijn aardappels en vlecht  moet dat echt in Zomergasten? Een gemiddelde aflevering van de Pfaffs is spannender.
39,5/15/2011 22:42,42.2985 93.55413,6 days to #xterrabrazil and counting. #Xterra is the christmas of off-road triathletes!
39,5/20/2011 22:42,42.24366 93.33645,I'm down to play ya 247 and bet u aint gon smash me.. I c how u play I'm waitin bow ill have tha gAme ready all u gotta do is accept lol
39,5/2/2011 22:42,42.241 93.33525,Wow  kind of amazing what Tuneyards is doin' w a vintage dress  coupla saxes and a lot of perc players. #4ad #summerstage
39,5/1/2011 22:42,42.18262 93.29851,the ball just hit 6 inches foul. and Tim McCarver was begging the ump basically to call it fair. WTF IS WRONG WITH YOU
39,5/12/2011 22:43,42.18262 93.40355,RT if you loooove my new icon like I do .. Justin is so cute there &lt;333
39,5/1/2011 22:43,42.21712 93.42312,Dinner with Schmucks is pee my pants hilarious...well  almost. =D
39,4/30/2011 22:43,42.21712 93.34044,Holy s this is a nice hotel
40,5/8/2011 9:29,42.27786 93.5094,Thoroughly detoxed after parental weekend in Somerset. Which is good as Camden-Carnage-Payday-Friday almost killed me. Detox month is on
40,5/2/2011 9:29,42.23717 93.32926,Man I hope Elliot Sadler is ok. Nasty wreck.
40,5/6/2011 9:30,42.17525 93.46266,ohai Justin is in 2 trending topics(:
40,5/1/2011 9:30,42.23628 93.33765,programming while listening to 'Sister Ray' is not a good idea
40,5/13/2011 9:30,42.23363 93.25817,A chair is still a chair even though no one is sitting there
40,4/30/2011 9:30,42.23186 93.32926,Tomorrow is my daddys birthday... & I'm not there...
40,5/11/2011 9:30,42.22449 93.20544,Registration is TUESDAY from 8:00-3:00 and 6:00-8:00...
40,5/19/2011 9:30,42.21889 93.40635,Reisje geboekt... Is toch n Grieks eilandje geworden... Hopen dat boeking doorgaat en er benzine is om terug naar huis te kunnen vliegen
40,5/1/2011 9:31,42.19884 93.31848,is miley smokin?
40,5/16/2011 9:31,42.22773 93.21503,Ja is net Hyves eigenlijk
40,5/8/2011 9:32,42.2127 93.38718,So far there is only one mission in sc2 that I hate and I'm currently stuck on it too
40,5/11/2011 9:32,42.21122 93.34044,Mehn it frying outside..d sun is meant 2 b VITAMIN D buh ds one is VITAMIN DEATH...it 102 degree outside
42,5/19/2011 18:22,42.21093 93.27494,My best wishes going out. Brian has caught a fever
42,5/16/2011 0:14,42.26312 93.32207,#Ohmygosh it's Saturday.
42,5/9/2011 0:14,42.2469 93.32367,Today is a  work Saturday. I am so behind after beach house guest and traveling. I'm excited  as I love my work.  Cool  office pleasures
42,5/13/2011 0:14,42.21653 93.48543,going to the cape until saturday. wooooooo
42,5/20/2011 7:22,42.27668 93.41473,William has come down with a pneumonia they said it hurts to move
42,5/17/2011 13:45,42.24071 93.35682,Twitter is currently down for planned maintenance.
42,5/3/2011 13:45,42.24719 93.34204,I SWEAR this is no exaggeration . my grandmother is THE PERFECT WOMAN .
42,5/12/2011 13:45,42.27491 93.4399,Amanda Bynes is on my mind(s)
42,5/20/2011 6:53,42.2239 93.37879,She has a case of the chills they said it hurts to move
42,5/11/2011 5:05,42.24395 93.35083,Why is it when one thing goes wrong  everything else follows suit and goes wrong too?
42,5/9/2011 5:05,42.20798 93.54095,The signora who is supposed to help with the apartment doesn't answer her telephone 0_0 hate myself for putting off all important things
42,5/18/2011 11:21,42.22154 93.3672,hope they have medicine medicine. John is under the weather
42,4/30/2011 2:17,42.17525 93.33565,Life is getting tough N Love is killing me. Do not know what to do. ah. sigh sigh
42,5/20/2011 2:18,42.20385 93.33965,n there she is again :D
43,5/20/2011 8:26,42.17589 93.38957,this flu has me wishing I was somewhere else and gonna have to go to the hospital soon
43,5/13/2011 14:31,42.19176 93.29172,I feel like watching a real sucky movie that it entertains me. Cue Disaster Movie
43,5/16/2011 14:31,42.27049 93.22302,Mestinya pimred2 media bisa membedakan dan memberi istilah beda  antara Natural Disaster atau Man Made Disaster.
43,5/18/2011 17:15,42.22254 93.33109,I live such a dreadful life need to sleep this cold makes me want soup
43,5/9/2011 5:42,42.22007 93.37719,#dontyoujusthateitwhen chicks are so dramatic
43,5/19/2011 17:59,42.22254 93.33109,today blows this a runny nose has me begging for mercy
43,5/2/2011 12:17,42.2242 93.34084,We could smell smoke all last night.  Must be fire season in So Cal!
43,5/1/2011 12:18,42.21712 93.47744,So much going on today  building collapse  Crown Fire  sigalerts  bus wreck with Metro Blue Line  we're all over it here at KTLA!
43,5/18/2011 20:02,42.269 93.3963,gonna be a rough night this fatigue is making it tough to have a life
43,5/8/2011 17:31,42.23363 93.20584,zika   spirit of london blue *------*
43,5/7/2011 17:31,42.23628 93.32447,Watching this comedy show   This lady from London & She is Funny !
43,5/19/2011 23:50,42.269 93.3963,need to go to the doctor's office tomorrow this chills has me wishing I was somewhere else
43,5/6/2011 16:05,42.26312 93.54494,Geez! Put my phone away for 3 hours and miss a shooting (and 6 texts to me telling me about it) at my apartment complex.
43,5/12/2011 16:05,42.17938 93.46905,Can someone tell me why I took Tom's advice for my monologue and I broke down? I'm completely baffled.
47,5/16/2011 8:01,42.23009 93.37733,I wonder who could have started the threats I was informed buildings may blow up
47,5/15/2011 0:36,42.20415 93.38917,THE POUR; One Day In Transcendence
47,5/8/2011 0:36,42.21712 93.36161,RESTAURANT REVIEW; 'Peter Stuyvesant  Table for Two'
47,5/20/2011 0:36,42.18705 93.52218,CORRECTIONS
47,5/12/2011 0:36,42.27815 93.25577,THE MINIMALIST; Granola Bars  Unwrapped
47,5/3/2011 0:36,42.27078 93.31808,FOOD STUFF; Nutritious Chips: Not an Oxymoron
47,5/12/2011 0:36,42.2528 93.31169,FOOD STUFF; Oil With Flavor You Can See
47,5/19/2011 0:36,42.23658 93.34044,A GOOD APPETITE; Be Patient. The Fruit Is Drinking.
47,5/3/2011 0:36,42.21329 93.34843,Liquid Nitrogen and the 30-Hour Cheeseburger  for Starters
47,5/11/2011 0:36,42.21447 93.40195,$25 AND UNDER; For a Korean Standby  a Lively New Energy
47,5/12/2011 0:36,42.21447 93.37439,CORRECTIONS
47,5/7/2011 0:36,42.24896 93.44589,FOOD STUFF; At the Latest Food Complex  Dim Sum Gets Into the Mix
47,5/8/2011 0:36,42.23127 93.34404,Off the Menu
47,4/30/2011 0:37,42.22921 93.25617,Celebrating Italy  With a Wink At Chinese Fare
49,5/17/2011 6:57,42.21565 93.53016,Thank god for anotha day awake is anotha oppurtunity
49,5/12/2011 6:57,42.21948 93.368,There is just no one to talk to anymore  no one close to understand anymore  no one to hear advices from anymore. i hate this
49,5/2/2011 6:57,42.21181 93.38877,Was watchin wrestlin  this mess is super wack when I was growing up it was the best thing ever!  These kids are gettin ripped off #smh
49,5/7/2011 6:57,42.17437 93.47105,what is it about cheerios that makes me need to spill them every dang time
49,5/18/2011 6:57,42.17967 93.46506,Wants to eat so much food but is scared of seeing it again.
49,5/13/2011 6:57,42.19678 93.36201,Woot  monopoly is baas!
49,5/16/2011 6:57,42.22891 93.28972,jensen ackles is too hot to die haha
49,5/7/2011 6:57,42.2413 93.33086,#NAME?
49,5/10/2011 6:57,42.17967 93.21982,south beach is literally screamin my name
49,5/11/2011 6:57,42.21358 93.39956,Is Pepperoni like always havin 3meats?? &gt;&gt; Its made out of Chicken  Beef  & Pork:
49,5/11/2011 6:57,42.22862 93.25377,Breakfast is almost ready and I'm about to go in!
49,5/16/2011 6:57,42.23452 93.33645,My lil sister is watching videos and not one black artist has came in and she just singing away
49,5/20/2011 6:57,42.20857 93.42033,Nothing is completely wrong. Even a broken watch is right twice a day. #fb
49,5/1/2011 6:57,42.19383 93.52138,**Morning Glory with my Sunday's Best....Just for the record..Im a week older & feeling better than ever...so you know..GOD IS GOOD**
51,5/6/2011 17:59,42.20562 93.35562,i can't do anything to help you :/ all i can do is sit here and watch him tear you down. make you feel worthless when you arent :( i'm s
51,5/3/2011 17:59,42.16287 93.40435,[I12]One of the Internet's strengths is its ability to help consumers find the right needle in a digital haystack of data.
51,5/9/2011 17:59,42.25869 93.45987,Is it raining ??
51,5/4/2011 17:59,42.29791 93.39476,is there actually a guy called Mario Bross? that's horrible  that's like a poor chinese kid with the last name Chu being named Pika
51,5/14/2011 18:00,42.22921 93.35442,And so it is...
51,5/15/2011 18:00,42.21682 93.39237,mijn teen is hinderlijk echt pijn jonge non stop gewoon #ikhebvakantiehoor!
51,5/5/2011 18:00,42.21211 93.39197,uhh where the hell is my car?
51,5/8/2011 18:00,42.1726 93.32447,Was just reminded some of some Great Leadership advice: 'Without Death there is No Resurrection.' What needs to die today?!?
51,5/5/2011 18:00,42.23127 93.34644,Mornin yall. Won't say how good it is but I made it so I can't complain about that.
51,4/30/2011 18:01,42.20444 93.32567,Recruit & Represent;The FAB Co. experience a full scale on-line direct sale beauty management business. Membership is free&exclusive.
51,5/15/2011 18:01,42.21004 93.3676,Mam just said 'is edward the one that can never get a word in edge ways cause the other ones always blabbering on?'
51,5/11/2011 18:01,42.21152 93.34204,You only get one..one..love..one in a lifetime..and that one is you..
51,5/12/2011 18:01,42.2242 93.3712,This is a cover up.
51,5/6/2011 18:02,42.2469 93.51818,the dorught is over
54,5/18/2011 17:40,42.23635 93.34392,this technology convention is amazing this technology convention has everyinthing I was looking for
54,5/14/2011 23:03,42.17142 93.5046,Laugh Lines
54,5/17/2011 15:23,42.16935 93.40874,ECONOMICS: Profits are Booming. Why Aren't Jobs?
54,5/9/2011 21:11,42.22479 93.36481,If Scalia Had His Way
54,5/20/2011 15:13,42.21594 93.38518,CORRECTION
54,5/17/2011 20:27,42.24601 93.35203,An Assassin's Long Reach
54,5/19/2011 19:01,42.27078 93.47944,NATURE: An Environmental Whodunit
54,5/9/2011 18:48,42.21624 93.36401,NATION-BUILDING: A Colonial Curse Comes Up for a Vote
54,5/19/2011 18:37,42.21063 93.39876,Laugh Lines
54,5/18/2011 15:20,42.21918 93.39556,GRIST; Cuba's Soap Subsidy Goes Down the Drain
54,5/1/2011 19:30,42.26429 93.40515,SUSTAINABLE TECH; Getting Over Our Two-Year Itch
54,5/3/2011 19:21,42.2239 93.53096,SUSTAINABLE MONEY; Why a Budget Is Like a Diet -- Ineffective
54,5/11/2011 15:15,42.21181 93.35442,WALLOPED | DEC. 26 - JAN. 7
54,5/5/2011 15:46,42.20356 93.39476,SUSTAINABLE LOVE; The Happy Marriage Is the 'Me' Marriage
56,5/6/2011 1:55,42.16994 93.37919,This gum is very bland this morning too ugh
56,5/8/2011 1:55,42.23599 93.36441,I hate when ppl say there is nothing wrong when there really is something wrong
